,article_id,category,title
1140,oct-0412,business,Ryanair in $4bn Boeing plane deal
1141,oct-3387,sport,SA supports Fifa control
1142,oct-3524,sport,Safin relieved at Aussie recovery
1143,oct-0580,sport,Scotland 18-10 Italy
1144,oct-0746,sport,Sculthorpe wants Lions captaincy
1145,oct-1921,business,Sluggish economy hits German jobs
1146,oct-0382,sport,Souness backs Smith for Scotland
1147,oct-1007,technology,Speak easy plan for media players
1148,oct-3749,business,Steady job growth continues in US
1149,oct-3029,technology,Sun offers processing by the hour
1150,oct-0721,technology,Supercomputer breaks speed record
1151,oct-0108,technology,TV future in the hands of viewers
1152,oct-3547,business,Tate & Lyle boss bags top award
1153,oct-0113,sport,Taylor poised for Scotland return
1154,oct-0512,sport,Tevez - an Argentine in Brazil
1155,oct-1276,technology,Tough rules for ringtone sellers
1156,oct-0911,business,Tsunami cost hits Jakarta shares
1157,oct-2527,business,Two Nigerian banks set to merge
1158,oct-0621,technology,UK net users leading TV downloads
1159,oct-1756,business,US bank 'loses' customer details
1160,oct-3563,technology,US duo in first spam conviction
1161,oct-3862,business,US firm pulls out of Iraq
1162,oct-2448,business,US gives foreign firms extra time
1163,oct-1751,business,US prepares for hybrid onslaught
1164,oct-1516,sport,Van Nistelrooy hungry for return
1165,oct-3160,business,WMC profits up amid bid criticism
1166,oct-0660,technology,Web logs aid disaster recovery
1167,oct-2835,sport,Wenger offers Mutu hope
1168,oct-4649,sport,What now for Kelly Holmes?
1169,oct-3920,sport,"Why technology in sport poses a threat to keeping the game fair, safe and affordable"
1170,oct-2293,sport,Williams battles to Aussie title
1171,oct-2189,business,WorldCom director admits lying
1172,oct-4749,business,Yukos bankruptcy 'not US matter'
1173,nov-3410,sport,All Black magic: New Zealand rugby
1174,nov-3432,sport,Anelka 'eyes Man City departure'
1175,nov-3526,technology,Apple Mac mini gets warm welcome
1176,nov-1412,technology,Apple laptop is 'greatest gadget'
1177,nov-2347,business,Asia quake increases poverty risk
1178,nov-2329,technology,Ask Jeeves joins web log market
1179,nov-0186,business,Australia rates at four year high
1180,nov-0386,business,BMW reveals new models pipeline
1181,nov-1815,business,BMW to recall faulty diesel cars
1182,nov-3071,business,Ban on forced retirement under 65
1183,nov-3512,business,Bank opts to leave rates on hold
1184,nov-3037,business,Bank voted 8-1 for no rate change
1185,nov-4414,business,Barclays profits hit record level
1186,nov-4953,sport,Beckham rules out management move
1187,nov-2298,business,Boeing secures giant Japan order
1188,nov-3205,sport,Bookies pay out on Spurs 'goal'
1189,nov-0449,business,Booming markets shed few tears
1190,nov-4384,sport,Borders 19-20 Ulster
1191,nov-4904,sport,Bortolami predicts dour contest
1192,nov-3590,sport,Brentford v Southampton
1193,nov-3584,sport,Bridge could miss rest of season
1194,nov-4254,technology,Britons growing 'digitally obese'
1195,nov-2334,technology,Broadband fuels online change
1196,nov-2909,business,Budget Aston takes on Porsche
1197,nov-3579,sport,Campbell rescues Arsenal
1198,nov-2737,business,Car giant hit by Mercedes slump
1199,nov-4176,sport,Celtic unhappy over Bulgaria date
1200,nov-1674,sport,Collins to compete in Birmingham
1201,nov-1801,technology,Computer grid to help the world
1202,nov-4606,sport,Connors' rallying cry for British tennis
1203,nov-2647,technology,Consumers 'snub portable video'
1204,nov-3091,business,Court rejects $280bn tobacco case
1205,nov-2546,business,Criminal probe on Citigroup deals
1206,nov-4461,sport,Dawson joins England injury list
1207,nov-2714,sport,Desailly backs Blues revenge trip
1208,nov-2130,technology,Digital UK driven by net and TV
1209,nov-3500,business,Disney settles disclosure charges
1210,nov-1451,sport,Downing injury mars Uefa victory
1211,nov-0372,sport,Duff ruled out of Barcelona clash
1212,nov-4242,business,ECB holds rates amid growth fears
1213,nov-2953,technology,EU software patent law delayed
1214,nov-1329,business,Fiat mulls Ferrari market listing
1215,nov-2527,technology,Finding new homes for old phones
1216,nov-3879,technology,Firefox browser takes on Microsoft
1217,nov-4060,technology,France starts digital terrestrial
1218,nov-3626,business,G7 backs Africa debt relief plan
1219,nov-3702,sport,GB select Holmes for double bid
1220,nov-0130,business,"GM, Ford cut output as sales fall"
1221,nov-4260,sport,Gallas sees two-horse race
1222,nov-3907,technology,Games enter the classroom
1223,nov-0746,sport,Gardener battles to narrow win
1224,nov-0232,business,Gold falls on IMF sale concerns
1225,nov-1428,business,Green reports shun supply chain
1226,nov-1085,technology,Half-Life 2 sweeps Bafta awards
1227,nov-1407,sport,Hearts 2-1 Livingston
1228,nov-3342,sport,Hingis to make unexpected return
1229,nov-4180,sport,Hitzlsperger waiting on O'Leary
1230,nov-1466,technology,How to make a greener computer
1231,nov-4049,sport,IAAF to rule on Greek sprint pair
1232,nov-4897,business,IMF 'cuts' German growth estimate
1233,nov-0748,business,Indonesians face fuel price rise
1234,nov-1277,technology,Internet boom for gift shopping
1235,nov-0580,sport,Iranian misses Israel match
1236,nov-3296,business,Japanese banking battle at an end
1237,nov-4356,sport,Johnson announces June retirement
1238,nov-3617,sport,Johnson edges out rival Sotherton
1239,nov-1260,sport,Jol joy at 'professional' Cup win
1240,nov-0628,sport,Jones files Conte lawsuit
1241,nov-0654,technology,Junk e-mails on relentless rise
1242,nov-0518,business,Karachi stocks hit historic high
1243,nov-2968,technology,Kenyan school turns to handhelds
1244,nov-3867,technology,Looks and music to drive mobiles
1245,nov-0420,business,McDonald's to sponsor MTV show
1246,nov-4250,sport,Mexicans tracking unhappy Juninho
1247,nov-4495,technology,Microsoft gets the blogging bug
1248,nov-2769,business,Millions go missing at China bank
1249,nov-1623,technology,Mobile music challenges 'iPod age'
1250,nov-4572,sport,Moody joins up with England
1251,nov-1118,sport,Mourinho defiant on Chelsea form
1252,nov-4319,technology,Movie body hits peer-to-peer nets
1253,nov-0662,sport,Moya emotional at Davis Cup win
1254,nov-0319,sport,Newry to fight cup exit in courts
1255,nov-1730,technology,Norway upholds 'Napster' ruling
1256,nov-4517,technology,Online News web search aids odd queries
1257,nov-1386,technology,PC photo printers challenge pros
1258,nov-3935,sport,Palace threat over Cantona masks
1259,nov-0317,business,Parmalat bank barred from suing
1260,nov-0906,sport,Pennant guilty of wasting talent
1261,nov-2832,sport,Player burn-out worries Robinson
1262,nov-1255,business,Qwest may spark MCI bidding war
1263,nov-4235,business,Rank 'set to sell off film unit'
1264,nov-2326,sport,Reaction from Spanish press
1265,nov-1637,business,Retail sales show festive fervour
1266,nov-0761,sport,Roddick to face Saulnier in final
1267,nov-4428,sport,Rush future at Chester uncertain
1268,nov-4174,business,Russian oil merger excludes Yukos
1269,nov-2399,business,S Korean credit card firm rescued
1270,nov-2282,sport,Scrum-half Williams rejoins Bath
1271,nov-1288,technology,Smartphones suffer Skulls attack
1272,nov-3650,technology,Software watching while you work
1273,nov-0435,sport,Sports Direct investors veto £11m payout to Ashley's brother
1274,nov-1149,business,Survey confirms property slowdown
1275,nov-0147,sport,Tartan Army given safety pledge
1276,nov-1264,sport,Teenager Tait picked for England
1277,nov-2018,technology,Text message record smashed again
1278,nov-2115,sport,Thomas out of Six Nations
1279,nov-4659,business,Tobacco giants hail court ruling
1280,nov-2397,technology,Toxic web links help virus spread
1281,nov-1341,business,Tsunami slows Sri Lanka's growth
1282,nov-3574,business,UK young top Euro earnings league
1283,nov-2226,technology,US duo in first spam conviction
1284,nov-0560,business,US regulator to rule on pain drug
1285,nov-4374,technology,US state acts to stop 'spammers'
1286,nov-0575,business,US to probe airline travel chaos
1287,nov-1388,sport,Wales hails new superstar
1288,nov-3587,business,Wall Street cheers Bush victory
1289,nov-0584,technology,What price for 'trusted PC security'?
1290,nov-4426,sport,Wilkinson to lead England
1291,nov-2469,technology,Windows worm travels with Tetris
1292,nov-1794,business,Winter freeze keeps oil above $50
1293,nov-1348,business,Worldcom ex-boss launches defence
1294,dec-0244,sport,2004 - A year to remember
1295,dec-0895,business,Absa and Barclays talks continue
1296,dec-4490,technology,Ask Jeeves joins web log market
1297,dec-0891,business,Ask Jeeves tips online ad revival
1298,dec-0672,business,BMW cash to fuel Mini production
1299,dec-3487,technology,Bad e-mail habits sustains spam
1300,dec-0478,business,Bad weather hits Nestle sales
1301,dec-2633,sport,Barbarians 19-47 New Zealand
1302,dec-4269,sport,Big guns ease through in San Jose
1303,dec-1656,sport,Blues slam Blackburn over Savage
1304,dec-3628,business,Borussia Dortmund near bust
1305,dec-2267,business,Brazil buy boosts Belgium's Inbev
1306,dec-4194,technology,Broadband soars in 2004
1307,dec-2360,technology,China 'ripe' for media explosion
1308,dec-2956,business,China continues breakneck growth
1309,dec-4469,business,Chinese wine tempts Italy's Illva
1310,dec-2115,business,Consumer spending lifts US growth
1311,dec-0625,business,Could Yukos be a blessing in disguise?
1312,dec-2771,sport,Cup holders Man Utd visit Everton
1313,dec-0788,sport,D'Arcy injury adds to Ireland woe
1314,dec-1911,sport,Dallaglio eyeing Lions tour place
1315,dec-3413,business,Delta cuts fares in survival plan
1316,dec-0038,business,Dollar gains on Greenspan speech
1317,dec-0035,technology,Dozens held over ID fraud site
1318,dec-4444,business,Economy 'strong' in election year
1319,dec-4307,sport,Edu describes tunnel fracas
1320,dec-4450,sport,European medal chances improve
1321,dec-3044,sport,Federer breezes into semi-finals
1322,dec-3401,sport,Federer claims Dubai crown
1323,dec-1775,sport,Ferdinand casts doubt over Glazer
1324,dec-2589,technology,File-swappers ready new network
1325,dec-3264,business,France Telecom gets Orange boost
1326,dec-0784,technology,Game firm holds 'cast' auditions
1327,dec-2635,technology,Games maker fights for survival
1328,dec-3589,technology,Games win for Blu-ray DVD format
1329,dec-3518,technology,Gizmondo gadget hits the shelves
1330,dec-0473,business,Glaxo aims high after profit fall
1331,dec-2110,technology,Global digital divide 'narrowing'
1332,dec-2790,business,Google shares fall as staff sell
1333,dec-0180,sport,Hamm bows out for US
1334,dec-3784,sport,Harinordoquy suffers France axe
1335,dec-3423,sport,Hewitt overcomes wobble in Sydney
1336,dec-4596,technology,Hollywood campaign hits websites
1337,dec-1585,business,House prices rebound says Halifax
1338,dec-2351,business,India calls for fair trade rules
1339,dec-2624,business,India opens skies to competition
1340,dec-1865,business,Industrial output falls in Japan
1341,dec-0232,business,Irish markets reach all-time high
1342,dec-4377,business,Japan narrowly escapes recession
1343,dec-4926,business,Japan turns to beer alternatives
1344,dec-1263,technology,Joke e-mail virus tricks users
1345,dec-1718,sport,Jones files lawsuit against Conte
1346,dec-2008,sport,Jones happy with Henson heroics
1347,dec-4999,sport,Jones medals 'must go if guilty'
1348,dec-3411,sport,Lewsey puzzle over disallowed try
1349,dec-2288,technology,Lifestyle 'governs mobile choice'
1350,dec-1460,sport,Linesman defends disallowed goal
1351,dec-3392,sport,London Irish 19-33 Wasps
1352,dec-0393,sport,Melzer shocks Agassi
1353,dec-1629,technology,Microsoft plans 'safer ID' system
1354,dec-1156,technology,Millions to miss out on the net
1355,dec-0557,technology,Mobile games come of age
1356,dec-4844,technology,Mobile gig aims to rock 3G
1357,dec-3260,sport,Moya fights back for Indian title
1358,dec-1963,technology,Multi-purpose TV aids India
1359,dec-3608,sport,Munster Cup tie switched to Spain
1360,dec-4161,business,Nortel in $300m profit revision
1361,dec-0910,sport,Officials respond in court row
1362,dec-4820,business,Oil rebounds from weather effect
1363,dec-2402,sport,Parry firm over Gerrard
1364,dec-1135,sport,Parry puts Gerrard 'above money'
1365,dec-0909,technology,Piero gives rugby perspective
1366,dec-4678,technology,Players sought for $1m prize
1367,dec-0712,sport,QPR keeper Day heads for Preston
1368,dec-0481,business,Renault boss hails 'great year'
1369,dec-3993,technology,Report: Benitez delight after crucial win
1370,dec-3175,technology,Rings of steel combat net attacks
1371,dec-3052,business,Saudi NCCI's shares soar
1372,dec-3186,technology,Savvy searchers fail to spot ads
1373,dec-0204,sport,Scots suffer another injury blow
1374,dec-4675,technology,Search wars hit desktop PCs
1375,dec-2813,technology,Security warning over 'FBI virus'
1376,dec-3030,technology,Slow start to speedy net services
1377,dec-3403,technology,Sony PSP handheld console hits US
1378,dec-2445,technology,Sony PSP tipped as a 'must-have'
1379,dec-4353,sport,Stevens named in England line-up
1380,dec-2117,technology,T-Mobile bets on 'pocket office'
1381,dec-3966,business,Takeover offer for Sunderland FC
1382,dec-1690,technology,The future in your pocket
1383,dec-3207,sport,The gloves are off
1384,dec-2963,sport,Tigers wary of Farrell 'gamble'
1385,dec-2023,business,Troubled Marsh under SEC scrutiny
1386,dec-2397,technology,UK gets official virus alert site
1387,dec-3903,technology,US blogger fired by her airline
1388,dec-3692,business,US company admits Benin bribery
1389,dec-0367,business,US seeks new $280bn smoker ruling
1390,dec-3169,technology,US woman sues over cartridges
1391,dec-0271,sport,Uefa approves fake grass
1392,dec-4210,sport,Unclear future for striker Baros
1393,dec-0983,business,Venezuela reviews foreign deals
1394,dec-3570,sport,Vickery out of Six Nations
1395,dec-2331,sport,Wales make two changes for France
1396,dec-3694,technology,Warning over tsunami aid website
1397,dec-1576,business,Weak dollar hits Online News
1398,dec-4918,sport,Wenger dejected as Arsenal slump
1399,dec-2759,technology,What high-definition will do to DVDs
1400,dec-4347,technology,What's next for next-gen consoles?
1401,dec-3179,business,Why few targets are better than many
1402,dec-1456,technology,Wi-fi web reaches farmers in Peru
1403,dec-2238,sport,Woodward eyes Brennan for Lions
1404,dec-2334,business,WorldCom trial starts in New York
1405,dec-2095,business,Yukos accused of lying to court
1406,dec-1351,business,Yukos drops banks from court bid
1407,dec-0068,sport,Zambia confident and cautious
